Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
212.32,4.168e-1,,4.167e-1,3.833e-5
212.34,8.170e-1,,8.170e-1,4.263e-5
212.36,1.492e+0,,1.492e+0,4.417e-5
212.39,3.224e+0,,3.224e+0,4.078e-5
212.41,4.932e+0,,4.932e+0,3.539e-5
212.44,8.172e+0,,8.172e+0,2.504e-5
212.46,1.047e+1,,1.047e+1,1.819e-5
212.49,1.332e+1,5.865e-17,1.332e+1,9.866e-6
212.51,1.434e+1,6.892e-16,1.434e+1,6.004e-6
212.54,1.417e+1,2.433e-14,1.417e+1,2.495e-6
212.56,1.314e+1,2.398e-13,1.314e+1,1.271e-6
212.59,1.145e+1,6.501e-12,1.145e+1,4.049e-7
212.61,1.131e+1,5.373e-11,1.131e+1,1.729e-7
212.64,1.486e+1,1.119e-9,1.486e+1,4.257e-8
212.66,2.095e+1,7.754e-9,2.095e+1,1.628e-8
212.69,3.682e+1,1.240e-7,3.682e+1,8.552e-9
212.71,5.144e+1,7.206e-7,5.144e+1,1.570e-8
212.74,7.591e+1,8.849e-6,7.591e+1,5.445e-8
212.76,9.051e+1,4.313e-5,9.051e+1,1.181e-7
212.78,1.008e+2,1.960e-4,1.008e+2,2.390e-7
212.81,1.046e+2,1.663e-3,1.046e+2,6.034e-7
212.83,9.955e+1,6.335e-3,9.954e+1,1.024e-6
212.86,8.606e+1,4.129e-2,8.601e+1,1.985e-6
212.88,7.875e+1,1.319e-1,7.861e+1,2.824e-6
212.91,8.070e+1,6.602e-1,8.004e+1,4.200e-6
212.93,9.524e+1,1.769e+0,9.347e+1,5.010e-6
212.96,1.398e+2,6.799e+0,1.330e+2,5.719e-6
212.98,1.832e+2,1.528e+1,1.679e+2,5.719e-6
213.01,2.638e+2,4.509e+1,2.187e+2,5.010e-6
213.03,3.267e+2,8.497e+1,2.417e+2,4.200e-6
213.06,4.401e+2,1.926e+2,2.475e+2,2.824e-6
213.08,5.349e+2,3.044e+2,2.306e+2,1.985e-6
213.11,7.117e+2,5.299e+2,1.819e+2,1.025e-6
213.13,8.445e+2,7.022e+2,1.423e+2,6.045e-7
213.15,9.713e+2,8.674e+2,1.039e+2,3.349e-7
213.18,1.101e+3,1.043e+3,5.728e+1,1.383e-7
213.2,1.116e+3,1.081e+3,3.567e+1,1.125e-7
213.23,1.015e+3,9.985e+2,1.604e+1,2.625e-7
213.25,8.765e+2,8.674e+2,9.154e+0,6.014e-7
213.28,6.195e+2,6.154e+2,4.122e+0,1.949e-6
213.3,4.509e+2,4.483e+2,2.608e+0,3.931e-6
213.33,2.458e+2,2.443e+2,1.488e+0,9.879e-6
213.35,1.504e+2,1.492e+2,1.124e+0,1.673e-5
213.38,6.351e+1,6.245e+1,1.065e+0,3.231e-5
213.4,3.355e+1,3.199e+1,1.555e+0,4.590e-5
213.43,1.427e+1,1.028e+1,3.993e+0,6.817e-5
213.45,1.219e+1,4.417e+0,7.773e+0,8.133e-5
213.48,2.056e+1,1.090e+0,1.947e+1,9.321e-5
213.5,3.376e+1,3.928e-1,3.336e+1,9.406e-5
213.52,5.376e+1,1.319e-1,5.363e+1,8.958e-5
213.55,9.660e+1,2.250e-2,9.658e+1,7.765e-5
213.57,1.314e+2,6.335e-3,1.314e+2,7.118e-5
213.6,1.836e+2,8.297e-4,1.836e+2,7.273e-5
213.62,2.105e+2,1.960e-4,2.105e+2,8.494e-5
213.65,2.270e+2,1.971e-5,2.270e+2,1.205e-4
213.67,2.188e+2,3.904e-6,2.188e+2,1.519e-4
213.7,1.818e+2,3.015e-7,1.818e+2,1.974e-4
213.72,1.472e+2,5.009e-8,1.472e+2,2.181e-4
213.75,9.407e+1,2.971e-9,9.407e+1,2.232e-4
213.77,6.395e+1,4.139e-10,6.395e+1,2.080e-4
213.8,3.144e+1,1.885e-11,3.144e+1,1.641e-4
213.82,1.794e+1,2.202e-12,1.794e+1,1.284e-4
213.85,6.781e+0,7.706e-14,6.781e+0,7.796e-5
213.87,3.248e+0,7.549e-15,3.248e+0,5.121e-5
213.89,1.450e+0,6.892e-16,1.450e+0,3.136e-5
213.92,3.795e-1,1.666e-17,3.795e-1,1.318e-5
213.94,1.422e-1,1.827e-17,1.422e-1,6.776e-6
213.97,2.861e-2,2.069e-17,2.861e-2,2.191e-6
213.99,8.998e-3,2.230e-17,8.997e-3,9.483e-7
214.02,1.392e-3,2.471e-17,1.391e-3,2.558e-7
214.04,3.674e-4,2.632e-17,3.673e-4,1.489e-7
214.07,4.399e-5,2.873e-17,4.367e-5,3.156e-7
214.09,1.045e-5,3.034e-17,9.675e-6,7.740e-7
214.12,3.671e-6,3.275e-17,8.845e-7,2.787e-6
214.14,6.200e-6,3.436e-17,1.644e-7,6.035e-6
214.17,1.697e-5,3.678e-17,1.157e-8,1.696e-5
214.19,3.107e-5,3.839e-17,1.877e-9,3.106e-5
214.22,6.813e-5,4.080e-17,1.499e-9,6.813e-5
214.24,1.062e-4,4.241e-17,9.133e-9,1.062e-4
214.27,1.839e-4,4.482e-17,1.330e-7,1.838e-4
214.29,2.466e-4,4.643e-17,7.276e-7,2.458e-4
214.31,3.141e-4,4.804e-17,3.715e-6,3.104e-4
214.34,4.348e-4,5.045e-17,3.763e-5,3.972e-4
214.36,6.000e-4,5.206e-17,1.615e-4,4.385e-4
214.39,1.725e-3,5.448e-17,1.261e-3,4.637e-4
214.41,5.006e-3,5.609e-17,4.551e-3,4.545e-4
214.44,2.781e-2,5.850e-17,2.740e-2,4.093e-4
214.46,8.351e-2,6.011e-17,8.314e-2,3.678e-4
214.49,3.862e-1,6.252e-17,3.858e-1,3.083e-4
214.51,9.846e-1,6.413e-17,9.844e-1,2.799e-4
214.54,3.522e+0,6.654e-17,3.522e+0,2.600e-4
214.56,7.555e+0,6.815e-17,7.554e+0,2.582e-4
214.59,2.084e+1,7.057e-17,2.084e+1,2.576e-4
214.61,3.758e+1,7.218e-17,3.758e+1,2.496e-4
214.64,7.991e+1,7.459e-17,7.991e+1,2.182e-4
214.66,1.212e+2,7.620e-17,1.212e+2,1.856e-4
214.68,1.714e+2,7.781e-17,1.714e+2,1.481e-4
214.71,2.532e+2,8.022e-17,2.532e+2,9.324e-5
214.73,3.012e+2,8.183e-17,3.012e+2,6.291e-5
214.76,3.433e+2,8.424e-17,3.433e+2,3.066e-5
214.78,3.439e+2,8.585e-17,3.439e+2,1.742e-5
214.81,3.048e+2,8.827e-17,3.048e+2,6.554e-6
214.83,2.616e+2,8.988e-17,2.616e+2,3.136e-6
214.86,1.970e+2,9.229e-17,1.970e+2,9.322e-7
214.88,1.706e+2,9.390e-17,1.706e+2,4.334e-7
214.91,1.797e+2,9.631e-17,1.797e+2,3.799e-7
214.93,2.266e+2,9.792e-17,2.266e+2,7.597e-7
214.96,3.585e+2,1.003e-16,3.585e+2,2.480e-6
214.98,4.763e+2,1.019e-16,4.763e+2,5.115e-6
215.01,6.591e+2,1.044e-16,6.591e+2,1.334e-5
215.03,7.552e+2,1.060e-16,7.552e+2,2.319e-5
215.05,8.087e+2,1.076e-16,8.087e+2,3.762e-5
215.08,7.877e+2,1.100e-16,7.877e+2,6.828e-5
215.1,7.100e+2,1.116e-16,7.100e+2,9.319e-5
215.13,5.337e+2,1.140e-16,5.337e+2,1.305e-4
215.15,4.047e+2,1.156e-16,4.047e+2,1.499e-4
215.18,2.347e+2,1.180e-16,2.347e+2,1.620e-4
215.2,1.497e+2,1.196e-16,1.497e+2,1.565e-4
215.23,6.697e+1,1.221e-16,6.697e+1,1.305e-4
215.25,3.593e+1,1.237e-16,3.593e+1,1.061e-4
215.28,1.240e+1,1.261e-16,1.240e+1,6.828e-5
215.3,5.597e+0,1.277e-16,5.596e+0,4.669e-5
215.33,1.490e+0,1.301e-16,1.490e+0,2.319e-5
215.35,5.657e-1,1.317e-16,5.657e-1,1.334e-5
215.38,1.162e-1,1.341e-16,1.162e-1,5.114e-6
215.4,3.711e-2,1.357e-16,3.711e-2,2.475e-6
215.43,5.882e-3,1.381e-16,5.881e-3,7.321e-7
215.45,1.580e-3,1.398e-16,1.580e-3,2.981e-7
215.47,3.960e-4,1.414e-16,3.959e-4,1.134e-7
215.5,4.366e-5,1.438e-16,4.364e-5,2.413e-8
215.52,9.210e-6,1.454e-16,9.200e-6,1.007e-8
215.55,7.970e-7,1.478e-16,7.825e-7,1.442e-8
215.57,1.768e-7,1.494e-16,1.406e-7,3.616e-8
215.6,1.788e-7,1.518e-16,3.843e-8,1.404e-7
215.62,4.899e-7,1.534e-16,1.698e-7,3.201e-7
215.65,3.009e-6,1.558e-16,2.041e-6,9.687e-7
215.67,1.174e-5,1.575e-16,9.884e-6,1.860e-6
215.7,9.713e-5,1.599e-16,9.278e-5,4.352e-6
215.72,3.864e-4,1.615e-16,3.793e-4,7.039e-6
215.75,2.777e-3,1.639e-16,2.764e-3,1.273e-5
215.77,9.574e-3,1.655e-16,9.557e-3,1.734e-5
215.8,5.429e-2,1.679e-16,5.426e-2,2.424e-5
215.82,1.592e-1,1.695e-16,1.591e-1,2.780e-5
215.84,4.376e-1,1.711e-16,4.376e-1,2.978e-5
215.87,1.772e+0,1.735e-16,1.772e+0,2.902e-5
215.89,4.171e+0,1.752e-16,4.171e+0,2.618e-5
215.92,1.347e+1,1.776e-16,1.347e+1,1.972e-5
215.94,2.740e+1,1.792e-16,2.740e+1,1.498e-5
215.97,7.178e+1,7.292e-15,7.178e+1,8.725e-6
215.99,1.277e+2,7.923e-14,1.277e+2,5.583e-6
216.02,2.758e+2,2.497e-12,2.758e+2,2.512e-6
216.04,4.328e+2,2.288e-11,4.328e+2,1.354e-6
216.07,7.745e+2,5.585e-10,7.745e+2,4.710e-7
216.09,1.071e+3,4.316e-9,1.071e+3,2.138e-7
216.12,1.574e+3,8.158e-8,1.574e+3,5.748e-8
216.14,1.899e+3,5.317e-7,1.899e+3,2.197e-8
216.17,2.256e+3,7.783e-6,2.256e+3,4.566e-9
216.19,2.347e+3,4.278e-5,2.347e+3,1.470e-9
216.21,2.295e+3,2.196e-4,2.295e+3,4.419e-10
216.24,1.969e+3,2.248e-3,1.969e+3,6.403e-11
216.26,1.640e+3,9.732e-3,1.640e+3,1.621e-11
216.29,1.103e+3,7.715e-2,1.103e+3,1.816e-12
216.31,7.796e+2,2.817e-1,7.793e+2,3.871e-13
216.34,4.106e+2,1.729e+0,4.089e+2,3.351e-14
216.36,2.503e+2,5.325e+0,2.450e+2,6.018e-15
216.39,1.262e+2,2.532e+1,1.009e+2,4.027e-16
216.41,1.178e+2,6.574e+1,5.210e+1,6.090e-17
216.44,2.613e+2,2.421e+2,1.920e+1,3.150e-18
216.46,5.426e+2,5.301e+2,1.246e+1,4.012e-19
216.49,1.527e+3,1.512e+3,1.549e+1,1.604e-20
216.51,2.817e+3,2.792e+3,2.488e+1,1.721e-21
216.54,6.217e+3,6.166e+3,5.117e+1,5.316e-23
216.56,9.680e+3,9.603e+3,7.769e+1,4.804e-24
216.58,1.408e+4,1.397e+4,1.111e+2,4.965e-24
216.61,2.174e+4,2.157e+4,1.702e+2,5.206e-24
216.63,2.668e+4,2.647e+4,2.112e+2,5.367e-24
216.66,3.192e+4,3.165e+4,2.670e+2,5.608e-24
216.68,3.305e+4,3.275e+4,2.968e+2,5.769e-24
216.71,3.066e+4,3.033e+4,3.273e+2,6.010e-24
216.73,2.680e+4,2.647e+4,3.375e+2,6.171e-24
216.76,1.932e+4,1.898e+4,3.359e+2,2.445e-22
216.78,1.429e+4,1.397e+4,3.222e+2,2.611e-21
216.81,8.042e+3,7.761e+3,2.813e+2,8.025e-20
216.83,5.059e+3,4.816e+3,2.426e+2,7.237e-19
216.86,2.248e+3,2.072e+3,1.759e+2,1.726e-17
216.88,1.217e+3,1.084e+3,1.322e+2,1.314e-16
216.91,4.382e+2,3.613e+2,7.689e+1,2.432e-15
216.93,2.091e+2,1.595e+2,4.960e+1,1.563e-14
216.96,6.411e+1,4.114e+1,2.296e+1,2.245e-13
216.98,2.819e+1,1.531e+1,1.287e+1,1.218e-12
217,1.236e+1,5.325e+0,7.037e+0,6.181e-12
217.03,4.169e+0,9.606e-1,3.209e+0,6.222e-11
217.05,2.758e+0,2.817e-1,2.476e+0,2.665e-10
217.08,2.621e+0,3.936e-2,2.582e+0,2.081e-9
217.1,2.958e+0,9.732e-3,2.948e+0,7.528e-9
217.13,3.433e+0,1.053e-3,3.431e+0,4.561e-8
217.15,3.556e+0,2.196e-4,3.555e+0,1.393e-7
217.18,3.416e+0,1.840e-5,3.416e+0,6.549e-7
217.2,3.271e+0,3.236e-6,3.271e+0,1.689e-6
217.23,3.745e+0,2.100e-7,3.745e+0,6.160e-6
217.25,5.477e+0,3.115e-8,5.477e+0,1.341e-5
217.28,1.349e+1,1.566e-9,1.349e+1,3.796e-5
217.3,2.599e+1,1.958e-10,2.599e+1,6.980e-5
217.33,6.566e+1,7.623e-12,6.566e+1,1.533e-4
217.35,1.147e+2,8.041e-13,1.147e+2,2.380e-4
217.37,1.900e+2,7.923e-14,1.900e+2,3.452e-4
217.4,3.668e+2,2.156e-15,3.668e+2,5.314e-4
217.42,5.321e+2,2.118e-15,5.321e+2,6.511e-4
217.45,8.405e+2,2.060e-15,8.405e+2,7.776e-4
217.47,1.065e+3,2.022e-15,1.065e+3,8.044e-4
217.5,1.370e+3,1.964e-15,1.370e+3,7.454e-4
217.52,1.510e+3,1.926e-15,1.510e+3,6.511e-4
217.55,1.573e+3,1.868e-15,1.573e+3,4.681e-4
217.57,1.505e+3,1.830e-15,1.505e+3,3.452e-4
217.6,1.270e+3,1.772e-15,1.270e+3,1.926e-4
217.62,1.061e+3,1.734e-15,1.061e+3,1.199e-4
217.65,7.359e+2,1.676e-15,7.359e+2,5.191e-5
217.67,5.438e+2,1.638e-15,5.438e+2,2.730e-5
217.7,3.187e+2,1.580e-15,3.187e+2,9.168e-6
217.72,2.124e+2,1.542e-15,2.124e+2,4.070e-6
217.74,1.362e+2,1.503e-15,1.362e+2,1.689e-6
217.77,6.511e+1,1.446e-15,6.511e+1,3.976e-7
217.79,3.783e+1,1.407e-15,3.783e+1,1.393e-7
217.82,1.539e+1,1.349e-15,1.539e+1,2.545e-8
217.84,7.938e+0,1.311e-15,7.938e+0,7.528e-9
217.87,2.656e+0,1.253e-15,2.656e+0,1.067e-9
217.89,1.191e+0,1.215e-15,1.191e+0,2.665e-10
217.92,3.190e-1,1.157e-15,3.190e-1,2.931e-11
217.94,1.225e-1,1.119e-15,1.225e-1,6.181e-12
217.97,2.594e-2,1.061e-15,2.594e-2,5.274e-13
217.99,8.857e-3,1.023e-15,8.857e-3,9.393e-14
218.02,4.190e-3,9.653e-16,4.190e-3,6.218e-15
218.04,9.431e-3,9.268e-16,9.431e-3,9.350e-16
218.07,4.635e-2,8.692e-16,4.635e-2,4.803e-17
218.09,1.265e-1,8.308e-16,1.265e-1,6.098e-18
218.12,5.034e-1,7.732e-16,5.034e-1,2.430e-19
218.14,1.163e+0,7.347e-16,1.163e+0,2.606e-20
218.16,2.512e+0,6.963e-16,2.512e+0,2.611e-21
218.19,7.032e+0,6.387e-16,7.032e+0,7.294e-23
218.21,1.284e+1,6.002e-16,1.284e+1,7.220e-23
218.24,2.796e+1,5.426e-16,2.796e+1,7.108e-23
218.26,4.320e+1,5.042e-16,4.320e+1,7.034e-23
218.29,7.313e+1,4.466e-16,7.313e+1,6.923e-23
218.31,9.553e+1,4.081e-16,9.553e+1,6.849e-23
218.34,1.258e+2,3.505e-16,1.258e+2,6.738e-23
218.36,1.389e+2,3.121e-16,1.389e+2,6.663e-23
218.39,1.423e+2,2.544e-16,1.423e+2,6.552e-23
218.41,1.329e+2,2.160e-16,1.329e+2,6.478e-23
218.44,1.058e+2,1.584e-16,1.058e+2,6.367e-23
218.46,8.366e+1,1.801e-15,8.366e+1,6.293e-23
218.49,5.205e+1,6.097e-14,5.205e+1,6.181e-23
218.51,3.522e+1,5.871e-13,3.522e+1,6.107e-23
218.53,2.291e+1,5.288e-12,2.291e+1,6.033e-23
218.56,1.274e+1,1.262e-10,1.274e+1,5.922e-23
218.58,1.067e+1,9.623e-10,1.067e+1,5.848e-23
218.61,1.291e+1,1.789e-8,1.291e+1,5.736e-23
218.63,1.697e+1,1.155e-7,1.697e+1,5.662e-23
218.66,2.504e+1,1.672e-6,2.504e+1,5.551e-23
218.68,3.044e+1,9.139e-6,3.044e+1,5.477e-23
218.71,3.621e+1,1.031e-4,3.621e+1,5.365e-23
218.73,3.743e+1,4.770e-4,3.743e+1,5.291e-23
218.76,3.472e+1,4.190e-3,3.471e+1,5.180e-23
218.78,3.038e+1,1.642e-2,3.037e+1,5.106e-23
218.81,2.203e+1,1.124e-1,2.192e+1,4.995e-23
218.83,1.660e+1,3.726e-1,1.622e+1,4.920e-23
218.86,1.111e+1,1.987e+0,9.124e+0,4.809e-23
218.88,1.132e+1,5.578e+0,5.745e+0,4.735e-23
218.9,1.811e+1,1.465e+1,3.457e+0,4.661e-23
218.93,5.687e+1,5.506e+1,1.803e+0,4.550e-23
218.95,1.243e+2,1.225e+2,1.801e+0,4.475e-23
218.98,3.624e+2,3.585e+2,3.910e+0,4.364e-23
219,6.825e+2,6.750e+2,7.548e+0,4.290e-23
219.03,1.558e+3,1.539e+3,1.883e+1,4.179e-23
219.05,2.485e+3,2.453e+3,3.205e+1,4.105e-23
219.08,4.421e+3,4.358e+3,6.288e+1,3.993e-23
219.1,5.972e+3,5.881e+3,9.070e+1,3.919e-23
219.13,8.276e+3,8.137e+3,1.387e+2,3.808e-23
219.15,9.466e+3,9.296e+3,1.693e+2,3.734e-23
219.18,1.022e+4,1.002e+4,2.017e+2,3.622e-23
219.2,9.900e+3,9.692e+3,2.085e+2,3.548e-23
219.23,8.331e+3,8.137e+3,1.935e+2,3.437e-23
219.25,6.833e+3,6.663e+3,1.693e+2,3.363e-23
219.28,4.481e+3,4.359e+3,1.224e+2,3.252e-23
219.3,3.115e+3,3.024e+3,9.070e+1,3.177e-23
219.32,2.031e+3,1.968e+3,6.288e+1,3.103e-23
219.35,9.685e+2,9.365e+2,3.204e+1,2.992e-23
219.37,5.884e+2,5.696e+2,1.881e+1,2.918e-23
219.4,4.000e+2,3.925e+2,7.464e+0,2.806e-23
219.42,4.892e+2,4.855e+2,3.709e+0,2.732e-23
219.45,9.398e+2,9.386e+2,1.147e+0,2.621e-23
219.47,1.466e+3,1.466e+3,4.827e-1,2.547e-23
219.5,2.584e+3,2.584e+3,1.182e-1,2.436e-23
219.52,3.481e+3,3.481e+3,4.789e-2,2.361e-23
219.55,4.809e+3,4.809e+3,4.204e-2,2.250e-23
219.57,5.492e+3,5.492e+3,9.798e-2,2.176e-23
219.6,5.918e+3,5.917e+3,3.940e-1,2.065e-23
219.62,5.725e+3,5.724e+3,9.310e-1,1.991e-23
219.65,4.812e+3,4.809e+3,2.990e+0,1.879e-23
219.67,3.947e+3,3.941e+3,5.993e+0,1.805e-23
219.69,3.034e+3,3.023e+3,1.124e+1,1.731e-23
219.72,1.819e+3,1.793e+3,2.554e+1,1.620e-23
219.74,1.208e+3,1.167e+3,4.066e+1,1.546e-23
219.77,6.227e+2,5.504e+2,7.228e+1,1.434e-23
219.79,4.229e+2,3.250e+2,9.792e+1,1.360e-23
219.82,3.380e+2,2.005e+2,1.375e+2,1.249e-23
219.84,4.003e+2,2.401e+2,1.602e+2,1.175e-23
219.87,6.851e+2,5.019e+2,1.832e+2,1.063e-23
219.89,1.039e+3,8.485e+2,1.905e+2,9.893e-24
219.92,1.891e+3,1.697e+3,1.939e+2,8.780e-24
219.94,2.690e+3,2.494e+3,1.957e+2,8.038e-24
219.97,4.146e+3,3.941e+3,2.048e+2,6.926e-24
219.99,5.152e+3,4.935e+3,2.170e+2,6.184e-24
220.02,6.375e+3,6.132e+3,2.436e+2,5.072e-24
220.04,6.807e+3,6.542e+3,2.650e+2,4.330e-24
220.06,6.834e+3,6.547e+3,2.874e+2,3.588e-24
220.09,6.133e+3,5.815e+3,3.175e+2,2.476e-24
220.11,5.293e+3,4.962e+3,3.312e+2,1.734e-24
220.14,3.804e+3,3.471e+3,3.335e+2,6.212e-25
220.16,2.845e+3,2.526e+3,3.191e+2,7.033e-24
220.19,1.665e+3,1.392e+3,2.733e+2,2.369e-22
220.21,1.094e+3,8.637e+2,2.306e+2,2.276e-21
220.24,5.352e+2,3.748e+2,1.603e+2,5.996e-20
220.26,3.151e+2,1.984e+2,1.166e+2,4.891e-19
220.29,1.323e+2,6.782e+1,6.449e+1,1.007e-17
220.31,7.099e+1,3.061e+1,4.037e+1,6.973e-17
220.34,2.722e+1,8.237e+0,1.898e+1,1.123e-15
220.36,1.618e+1,3.169e+0,1.301e+1,6.599e-15
220.39,1.603e+1,6.708e-1,1.536e+1,8.311e-14
220.41,2.604e+1,2.199e-1,2.582e+1,4.145e-13
220.43,4.627e+1,6.759e-2,4.620e+1,1.936e-12
220.46,1.031e+2,1.021e-2,1.031e+2,1.728e-11
220.48,1.631e+2,2.671e-3,1.631e+2,6.850e-11
220.51,2.876e+2,3.168e-4,2.876e+2,4.781e-10
220.53,3.867e+2,7.052e-5,3.867e+2,1.609e-9
220.56,5.335e+2,6.560e-6,5.335e+2,8.779e-9
220.58,6.097e+2,1.242e-6,6.097e+2,2.507e-8
220.61,6.620e+2,9.052e-8,6.620e+2,1.070e-7
220.63,6.496e+2,1.456e-8,6.496e+2,2.594e-7
220.66,5.772e+2,8.315e-10,5.772e+2,8.656e-7
220.68,5.165e+2,1.136e-10,5.165e+2,1.781e-6
220.71,4.545e+2,5.078e-12,4.545e+2,4.647e-6
220.73,4.542e+2,5.893e-13,4.542e+2,8.116e-6
220.76,5.275e+2,2.060e-14,5.275e+2,1.656e-5
220.78,6.157e+2,1.931e-15,6.157e+2,2.455e-5
220.81,7.665e+2,1.919e-15,7.665e+2,3.917e-5
220.83,8.498e+2,1.910e-15,8.498e+2,4.927e-5
220.85,8.982e+2,1.902e-15,8.982e+2,5.805e-5
220.88,8.841e+2,1.890e-15,8.841e+2,6.565e-5
220.9,8.171e+2,1.881e-15,8.171e+2,6.565e-5
220.93,6.542e+2,1.869e-15,6.542e+2,5.805e-5
220.95,5.262e+2,1.861e-15,5.262e+2,4.927e-5
220.98,3.416e+2,1.848e-15,3.416e+2,3.407e-5
221,2.386e+2,1.840e-15,2.386e+2,2.455e-5
221.03,1.252e+2,1.827e-15,1.252e+2,1.327e-5
221.05,7.604e+1,1.819e-15,7.604e+1,8.116e-6
221.08,3.402e+1,1.807e-15,3.402e+1,3.431e-6
221.1,2.221e+1,1.798e-15,2.221e+1,1.781e-6
221.13,2.552e+1,1.786e-15,2.552e+1,5.888e-7
221.15,4.507e+1,1.778e-15,4.507e+1,2.594e-7
221.18,1.181e+2,1.765e-15,1.181e+2,6.706e-8
221.2,2.132e+2,1.757e-15,2.132e+2,2.507e-8
221.22,3.623e+2,1.749e-15,3.623e+2,8.779e-9
221.25,7.118e+2,1.736e-15,7.118e+2,1.609e-9
221.27,1.031e+3,1.728e-15,1.031e+3,4.781e-10
221.3,1.595e+3,1.715e-15,1.595e+3,6.850e-11
221.32,1.971e+3,1.707e-15,1.971e+3,1.728e-11
221.35,2.412e+3,1.695e-15,2.412e+3,1.936e-12
221.37,2.559e+3,1.686e-15,2.559e+3,4.145e-13
221.4,2.514e+3,1.674e-15,2.514e+3,3.631e-14
221.42,2.326e+3,1.666e-15,2.326e+3,6.599e-15
221.45,1.908e+3,1.653e-15,1.908e+3,4.521e-16
221.47,1.604e+3,1.645e-15,1.604e+3,6.973e-17
221.5,1.196e+3,1.632e-15,1.196e+3,3.736e-18
221.52,9.759e+2,1.624e-15,9.759e+2,4.891e-19
221.55,7.208e+2,1.612e-15,7.208e+2,2.049e-20
221.57,5.872e+2,1.603e-15,5.872e+2,2.276e-21
221.59,4.737e+2,1.595e-15,4.737e+2,2.369e-22
221.62,3.353e+2,1.583e-15,3.353e+2,7.033e-24
221.64,2.668e+2,1.574e-15,2.668e+2,6.802e-24
221.67,2.102e+2,1.562e-15,2.102e+2,6.454e-24
221.69,2.089e+2,1.554e-15,2.089e+2,6.223e-24
221.72,2.640e+2,1.541e-15,2.640e+2,5.876e-24
221.74,3.345e+2,1.533e-15,3.345e+2,5.644e-24
221.77,4.747e+2,1.521e-15,4.747e+2,5.297e-24
221.79,5.808e+2,1.512e-15,5.808e+2,5.066e-24
221.82,7.537e+2,1.500e-15,7.537e+2,4.719e-24
221.84,8.902e+2,1.492e-15,8.902e+2,4.487e-24
221.87,1.176e+3,1.479e-15,1.176e+3,4.140e-24
221.89,1.457e+3,1.471e-15,1.457e+3,3.908e-24
221.92,2.053e+3,1.458e-15,2.053e+3,3.561e-24
221.94,2.556e+3,1.450e-15,2.556e+3,3.330e-24
221.97,3.372e+3,1.438e-15,3.372e+3,2.983e-24
221.99,3.864e+3,1.429e-15,3.864e+3,2.751e-24
222.01,4.234e+3,1.421e-15,4.234e+3,2.520e-24
222.04,4.448e+3,1.409e-15,4.448e+3,2.173e-24
222.06,4.335e+3,1.400e-15,4.335e+3,1.941e-24
222.09,3.829e+3,1.388e-15,3.829e+3,1.594e-24
222.11,3.340e+3,1.380e-15,3.340e+3,1.362e-24
222.14,2.529e+3,1.367e-15,2.529e+3,1.015e-24
222.16,2.020e+3,1.359e-15,2.020e+3,7.838e-25
222.19,1.408e+3,1.346e-15,1.408e+3,4.366e-25
222.21,1.134e+3,1.338e-15,1.134e+3,4.579e-24
222.24,9.336e+2,1.326e-15,9.336e+2,1.379e-22
222.26,9.197e+2,1.317e-15,9.197e+2,1.231e-21
222.29,1.009e+3,1.305e-15,1.009e+3,2.911e-20
222.31,1.089e+3,1.297e-15,1.089e+3,2.213e-19
222.34,1.159e+3,1.284e-15,1.159e+3,4.110e-18
222.36,1.140e+3,1.276e-15,1.140e+3,2.660e-17
222.38,1.060e+3,1.268e-15,1.060e+3,1.614e-16
222.41,8.500e+2,1.255e-15,8.500e+2,2.138e-15
222.43,6.800e+2,1.247e-15,6.800e+2,1.104e-14
222.46,4.343e+2,1.234e-15,4.343e+2,1.149e-13
222.48,2.997e+2,1.226e-15,2.997e+2,5.052e-13
222.51,1.590e+2,1.214e-15,1.590e+2,4.129e-12
222.53,1.055e+2,1.205e-15,1.055e+2,1.546e-11
222.56,7.655e+1,1.193e-15,7.655e+1,9.921e-11
222.58,8.554e+1,1.185e-15,8.554e+1,3.162e-10
222.61,1.331e+2,1.172e-15,1.331e+2,1.594e-9
222.63,1.827e+2,1.164e-15,1.827e+2,4.325e-9
222.66,2.734e+2,1.152e-15,2.734e+2,1.713e-8
222.68,3.366e+2,1.143e-15,3.366e+2,3.956e-8
222.71,4.224e+2,1.131e-15,4.224e+2,1.231e-7
222.73,4.691e+2,1.123e-15,4.691e+2,2.420e-7
222.75,5.068e+2,1.114e-15,5.068e+2,4.461e-7
222.78,5.505e+2,1.102e-15,5.505e+2,9.898e-7
222.8,5.726e+2,1.094e-15,5.726e+2,1.553e-6
222.83,5.910e+2,1.081e-15,5.910e+2,2.707e-6
222.85,5.869e+2,1.073e-15,5.869e+2,3.617e-6
222.88,5.451e+2,1.060e-15,5.451e+2,4.951e-6
222.9,4.920e+2,1.052e-15,4.920e+2,5.631e-6
222.93,3.857e+2,1.040e-15,3.857e+2,6.054e-6
222.95,3.096e+2,1.031e-15,3.096e+2,5.862e-6
222.98,2.114e+2,1.019e-15,2.114e+2,4.951e-6
223,1.670e+2,1.011e-15,1.670e+2,4.081e-6
223.03,1.397e+2,9.982e-16,1.397e+2,2.707e-6
223.05,1.458e+2,9.899e-16,1.458e+2,1.900e-6
223.08,1.797e+2,9.774e-16,1.797e+2,9.898e-7
