Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (1.1e-1),Fe II (6.0e-1),Fe III (8.0e-5),Ni I (2.3e-2),Ni II (7.1e-2),Ni III (2.4e-6)
376.9,1.972e+3,6.242e+2,4.516e-17,1.348e+3,1.920e-20,8.468e-27,7.947e-10,,7.431e-28
376.92,1.345e+3,5.136e+2,4.517e-17,8.317e+2,1.921e-20,8.458e-27,4.103e-9,,7.433e-28
376.93,1.099e+3,4.576e+2,4.517e-17,6.411e+2,1.922e-20,8.454e-27,9.148e-9,,7.434e-28
376.95,7.174e+2,3.506e+2,4.517e-17,3.668e+2,1.923e-20,8.444e-27,4.379e-8,,7.435e-28
376.97,4.557e+2,2.562e+2,4.518e-17,1.995e+2,1.924e-20,8.435e-27,1.993e-7,,7.437e-28
376.98,3.596e+2,2.152e+2,4.518e-17,1.444e+2,1.924e-20,8.430e-27,4.171e-7,,7.438e-28
377,2.193e+2,1.466e+2,4.518e-17,7.277e+1,1.925e-20,8.420e-27,1.760e-6,,7.439e-28
377.02,1.301e+2,9.523e+1,4.519e-17,3.487e+1,1.926e-20,8.411e-27,7.057e-6,,7.441e-28
377.03,9.911e+1,7.543e+1,4.519e-17,2.368e+1,1.927e-20,8.406e-27,1.387e-5,,7.442e-28
377.05,5.621e+1,4.570e+1,4.520e-17,1.052e+1,1.928e-20,8.397e-27,5.156e-5,,7.443e-28
377.07,3.086e+1,2.642e+1,4.520e-17,4.439e+0,1.929e-20,8.387e-27,1.823e-4,,7.445e-28
377.08,2.257e+1,1.974e+1,4.520e-17,2.830e+0,1.930e-20,8.382e-27,3.363e-4,,7.445e-28
377.1,1.175e+1,1.064e+1,4.521e-17,1.107e+0,1.931e-20,8.373e-27,1.102e-3,,7.447e-28
377.12,5.889e+0,5.474e+0,4.521e-17,4.116e-1,1.932e-20,8.363e-27,3.434e-3,,7.449e-28
377.13,4.110e+0,3.858e+0,4.521e-17,2.462e-1,1.932e-20,8.359e-27,5.947e-3,,7.449e-28
377.15,1.952e+0,1.850e+0,4.522e-17,8.485e-2,1.933e-20,8.349e-27,1.718e-2,,7.451e-28
377.17,9.217e-1,8.467e-1,4.522e-17,2.779e-2,1.934e-20,8.340e-27,4.717e-2,,7.452e-28
377.18,6.551e-1,5.628e-1,4.523e-17,1.561e-2,1.935e-20,8.335e-27,7.670e-2,,7.453e-28
377.2,4.400e-1,2.400e-1,4.523e-17,4.737e-3,1.936e-20,8.325e-27,1.953e-1,,7.455e-28
377.22,5.716e-1,9.762e-2,4.524e-17,1.367e-3,1.937e-20,8.316e-27,4.726e-1,,7.456e-28
377.23,7.833e-1,6.116e-2,4.524e-17,7.203e-4,1.937e-20,8.311e-27,7.214e-1,,7.457e-28
377.25,1.642e+0,2.317e-2,4.524e-17,1.926e-4,1.938e-20,8.302e-27,1.619e+0,,7.459e-28
377.27,3.461e+0,8.367e-3,4.525e-17,4.910e-5,1.939e-20,8.292e-27,3.453e+0,,7.460e-28
377.28,4.954e+0,4.939e-3,4.525e-17,2.452e-5,1.940e-20,8.287e-27,4.949e+0,,7.461e-28
377.3,9.788e+0,1.660e-3,4.525e-17,6.951e-6,1.941e-20,8.278e-27,9.786e+0,,7.463e-28
377.31,1.351e+1,9.452e-4,4.526e-17,5.197e-6,1.941e-20,8.273e-27,1.350e+1,,7.463e-28
377.33,2.476e+1,2.955e-4,4.526e-17,1.004e-5,1.942e-20,8.264e-27,2.476e+1,,7.465e-28
377.35,4.315e+1,8.802e-5,4.527e-17,3.429e-5,1.944e-20,8.254e-27,4.315e+1,,7.467e-28
377.36,5.590e+1,4.717e-5,4.527e-17,6.384e-5,1.944e-20,8.249e-27,5.590e+1,,7.467e-28
377.38,9.032e+1,1.306e-5,4.527e-17,2.140e-4,1.945e-20,8.240e-27,9.032e+1,,7.469e-28
377.4,1.388e+2,3.443e-6,4.528e-17,6.825e-4,1.946e-20,8.230e-27,1.388e+2,,7.470e-28
377.41,1.688e+2,1.736e-6,4.528e-17,1.196e-3,1.947e-20,8.226e-27,1.688e+2,,7.471e-28
377.43,2.403e+2,4.252e-7,4.528e-17,3.537e-3,1.948e-20,8.216e-27,2.403e+2,,7.473e-28
377.45,3.254e+2,9.912e-8,4.529e-17,9.945e-3,1.949e-20,8.207e-27,3.254e+2,,7.474e-28
377.46,3.715e+2,4.698e-8,4.529e-17,1.636e-2,1.949e-20,8.202e-27,3.715e+2,,7.475e-28
377.48,4.664e+2,1.017e-8,4.530e-17,4.266e-2,1.950e-20,8.192e-27,4.663e+2,,7.477e-28
377.5,5.566e+2,2.095e-9,4.530e-17,1.057e-1,1.951e-20,8.183e-27,5.565e+2,,7.478e-28
377.51,5.967e+2,9.332e-10,4.530e-17,1.634e-1,1.952e-20,8.178e-27,5.965e+2,,7.479e-28
377.53,6.603e+2,1.784e-10,4.531e-17,3.754e-1,1.953e-20,8.169e-27,6.600e+2,,7.481e-28
377.55,6.950e+2,3.245e-11,4.531e-17,8.203e-1,1.954e-20,8.159e-27,6.941e+2,,7.482e-28
377.56,6.997e+2,1.358e-11,4.531e-17,1.190e+0,1.954e-20,8.154e-27,6.985e+2,,7.483e-28
377.58,6.835e+2,2.291e-12,4.532e-17,2.411e+0,1.955e-20,8.145e-27,6.811e+2,,7.484e-28
377.6,6.361e+2,3.677e-13,4.532e-17,4.644e+0,1.956e-20,8.135e-27,6.314e+2,,7.486e-28
377.61,6.029e+2,1.446e-13,4.533e-17,6.324e+0,1.957e-20,8.130e-27,5.965e+2,,7.487e-28
377.63,5.240e+2,2.152e-14,4.533e-17,1.129e+1,1.958e-20,8.121e-27,5.127e+2,,7.488e-28
377.65,4.381e+2,3.046e-15,4.533e-17,1.918e+1,1.959e-20,8.111e-27,4.189e+2,,7.490e-28
377.66,3.961e+2,1.125e-15,4.534e-17,2.452e+1,1.960e-20,8.107e-27,3.715e+2,,7.491e-28
377.68,3.200e+2,1.446e-16,4.534e-17,3.861e+1,1.961e-20,8.097e-27,2.814e+2,,7.492e-28
377.7,2.605e+2,1.809e-17,4.535e-17,5.780e+1,1.962e-20,8.088e-27,2.027e+2,,7.494e-28
377.71,2.381e+2,6.278e-18,4.535e-17,6.939e+1,1.962e-20,8.083e-27,1.688e+2,,7.495e-28
377.73,2.090e+2,6.251e-18,4.535e-17,9.631e+1,1.963e-20,8.073e-27,1.127e+2,,7.496e-28
377.74,2.017e+2,6.238e-18,4.536e-17,1.113e+2,1.964e-20,8.069e-27,9.032e+1,,7.497e-28
377.76,1.992e+2,6.211e-18,4.536e-17,1.433e+2,1.965e-20,8.059e-27,5.590e+1,,7.498e-28
377.78,2.082e+2,6.185e-18,4.536e-17,1.753e+2,1.966e-20,8.050e-27,3.289e+1,,7.500e-28
377.79,2.150e+2,6.171e-18,4.537e-17,1.903e+2,1.966e-20,8.045e-27,2.476e+1,,7.501e-28
377.81,2.293e+2,6.145e-18,4.537e-17,2.158e+2,1.967e-20,8.035e-27,1.350e+1,,7.502e-28
377.83,2.398e+2,6.118e-18,4.538e-17,2.328e+2,1.968e-20,8.026e-27,7.003e+0,,7.504e-28
377.84,2.422e+2,6.105e-18,4.538e-17,2.372e+2,1.969e-20,8.021e-27,4.949e+0,,7.505e-28
377.86,2.396e+2,6.078e-18,4.538e-17,2.372e+2,1.970e-20,8.012e-27,2.379e+0,,7.506e-28
377.88,2.267e+2,6.052e-18,4.539e-17,2.256e+2,1.971e-20,8.002e-27,1.088e+0,,7.508e-28
377.89,2.166e+2,6.038e-18,4.539e-17,2.158e+2,1.971e-20,7.997e-27,7.227e-1,,7.509e-28
377.91,1.906e+2,6.012e-18,4.539e-17,1.903e+2,1.973e-20,7.988e-27,3.097e-1,,7.510e-28
377.93,1.596e+2,5.985e-18,4.540e-17,1.595e+2,1.974e-20,7.978e-27,1.349e-1,,7.512e-28
377.94,1.434e+2,5.972e-18,4.540e-17,1.433e+2,1.974e-20,7.974e-27,9.657e-2,,7.513e-28
377.96,1.114e+2,5.945e-18,4.541e-17,1.113e+2,1.975e-20,7.964e-27,8.299e-2,,7.514e-28
377.98,8.242e+1,5.918e-18,4.541e-17,8.227e+1,1.976e-20,7.955e-27,1.515e-1,,7.516e-28
377.99,6.962e+1,5.905e-18,4.541e-17,6.939e+1,1.977e-20,7.950e-27,2.296e-1,,7.516e-28
378.01,4.808e+1,5.878e-18,4.542e-17,4.754e+1,1.978e-20,7.940e-27,5.412e-1,,7.518e-28
378.03,3.220e+1,5.852e-18,4.542e-17,3.097e+1,1.979e-20,7.931e-27,1.237e+0,,7.520e-28
378.04,2.636e+1,5.838e-18,4.542e-17,2.452e+1,1.979e-20,7.926e-27,1.838e+0,,7.520e-28
378.06,1.872e+1,5.812e-18,4.543e-17,1.481e+1,1.980e-20,7.917e-27,3.907e+0,,7.522e-28
378.08,1.641e+1,5.785e-18,4.543e-17,8.505e+0,1.981e-20,7.907e-27,7.901e+0,,7.523e-28
378.09,1.735e+1,5.772e-18,4.544e-17,6.324e+0,1.982e-20,7.902e-27,1.103e+1,,7.524e-28
378.11,2.404e+1,5.745e-18,4.544e-17,3.367e+0,1.983e-20,7.893e-27,2.067e+1,,7.526e-28
378.12,3.019e+1,5.732e-18,4.544e-17,2.411e+0,1.983e-20,7.888e-27,2.778e+1,,7.527e-28
378.14,4.950e+1,5.705e-18,4.545e-17,1.190e+0,1.984e-20,7.879e-27,4.831e+1,,7.528e-28
378.16,8.044e+1,5.679e-18,4.545e-17,5.592e-1,1.985e-20,7.869e-27,7.989e+1,,7.530e-28
378.17,1.012e+2,5.665e-18,4.545e-17,3.767e-1,1.986e-20,7.864e-27,1.008e+2,,7.530e-28
378.19,1.548e+2,5.639e-18,4.546e-17,1.673e-1,1.987e-20,7.855e-27,1.546e+2,,7.532e-28
378.21,2.255e+2,5.612e-18,4.546e-17,7.893e-2,1.988e-20,7.845e-27,2.254e+2,,7.534e-28
378.22,2.672e+2,5.599e-18,4.547e-17,6.153e-2,1.989e-20,7.841e-27,2.671e+2,,7.534e-28
378.24,3.613e+2,5.572e-18,4.547e-17,6.662e-2,1.990e-20,7.831e-27,3.612e+2,,7.536e-28
378.26,4.646e+2,5.546e-18,4.548e-17,1.333e-1,1.991e-20,7.821e-27,4.645e+2,,7.538e-28
378.27,5.171e+2,5.532e-18,4.548e-17,2.023e-1,1.991e-20,7.817e-27,5.169e+2,,7.538e-28
378.29,6.169e+2,5.506e-18,4.548e-17,4.683e-1,1.992e-20,7.807e-27,6.164e+2,,7.540e-28
378.31,7.000e+2,5.479e-18,4.549e-17,1.044e+0,1.993e-20,7.798e-27,6.990e+2,,7.541e-28
378.32,7.320e+2,5.466e-18,4.549e-17,1.532e+0,1.994e-20,7.793e-27,7.304e+2,,7.542e-28
378.34,7.713e+2,5.439e-18,4.549e-17,3.177e+0,1.995e-20,7.783e-27,7.681e+2,,7.544e-28
378.36,7.744e+2,5.412e-18,4.550e-17,6.270e+0,1.996e-20,7.774e-27,7.681e+2,,7.545e-28
378.37,7.624e+2,5.399e-18,4.550e-17,8.648e+0,1.996e-20,7.769e-27,7.538e+2,,7.546e-28
378.39,7.148e+2,5.372e-18,4.551e-17,1.585e+1,1.997e-20,7.760e-27,6.990e+2,,7.548e-28
378.41,6.441e+2,5.346e-18,4.551e-17,2.769e+1,1.998e-20,7.750e-27,6.164e+2,,7.549e-28
378.42,6.040e+2,5.332e-18,4.551e-17,3.595e+1,1.999e-20,7.745e-27,5.680e+2,,7.550e-28
378.44,5.230e+2,5.306e-18,4.552e-17,5.851e+1,2.000e-20,7.736e-27,4.645e+2,,7.552e-28
378.46,4.522e+2,5.279e-18,4.552e-17,9.101e+1,2.001e-20,7.726e-27,3.612e+2,,7.553e-28
378.47,4.243e+2,5.266e-18,4.552e-17,1.117e+2,2.001e-20,7.722e-27,3.126e+2,,7.554e-28
378.49,3.885e+2,5.239e-18,4.553e-17,1.631e+2,2.003e-20,7.712e-27,2.254e+2,,7.555e-28
378.5,3.822e+2,5.226e-18,4.553e-17,1.944e+2,2.003e-20,7.707e-27,1.878e+2,,7.556e-28
378.52,3.947e+2,5.199e-18,4.554e-17,2.691e+2,2.004e-20,7.698e-27,1.256e+2,,7.558e-28
378.54,4.419e+2,5.173e-18,4.554e-17,3.620e+2,2.005e-20,7.688e-27,7.989e+1,,7.559e-28
378.55,4.788e+2,5.159e-18,4.554e-17,4.163e+2,2.006e-20,7.684e-27,6.251e+1,,7.560e-28
378.57,5.807e+2,5.133e-18,4.555e-17,5.438e+2,2.007e-20,7.674e-27,3.687e+1,,7.562e-28
378.59,7.233e+2,5.106e-18,4.555e-17,7.026e+2,2.008e-20,7.665e-27,2.067e+1,,7.563e-28
378.6,8.118e+2,5.093e-18,4.555e-17,7.966e+2,2.008e-20,7.660e-27,1.519e+1,,7.564e-28
378.62,1.028e+3,5.066e-18,4.556e-17,1.020e+3,2.009e-20,7.650e-27,7.901e+0,,7.566e-28
378.64,1.302e+3,5.039e-18,4.556e-17,1.299e+3,2.010e-20,7.641e-27,3.907e+0,,7.567e-28
378.65,1.463e+3,5.026e-18,4.557e-17,1.460e+3,2.011e-20,7.636e-27,2.696e+0,,7.568e-28
378.67,1.826e+3,5.000e-18,4.557e-17,1.825e+3,2.012e-20,7.627e-27,1.236e+0,,7.569e-28
378.69,2.236e+3,4.973e-18,4.558e-17,2.235e+3,2.013e-20,7.617e-27,5.392e-1,,7.571e-28
378.7,2.449e+3,4.960e-18,4.558e-17,2.449e+3,2.013e-20,7.612e-27,3.494e-1,,7.572e-28
378.72,2.870e+3,4.933e-18,4.558e-17,2.870e+3,2.014e-20,7.603e-27,1.413e-1,,7.573e-28
378.74,3.243e+3,4.906e-18,4.559e-17,3.242e+3,2.015e-20,7.593e-27,5.435e-2,,7.575e-28
378.75,3.395e+3,4.893e-18,4.559e-17,3.395e+3,2.016e-20,7.589e-27,3.307e-2,,7.576e-28
378.77,3.604e+3,4.866e-18,4.559e-17,3.604e+3,2.017e-20,7.579e-27,1.179e-2,,7.577e-28
378.79,3.658e+3,4.840e-18,4.560e-17,3.658e+3,2.018e-20,7.570e-27,4.000e-3,,7.579e-28
378.8,3.622e+3,4.826e-18,4.560e-17,3.622e+3,2.019e-20,7.565e-27,2.286e-3,,7.580e-28
378.82,3.425e+3,4.800e-18,4.561e-17,3.425e+3,2.020e-20,7.555e-27,7.188e-4,,7.581e-28
378.84,3.087e+3,4.773e-18,4.561e-17,3.087e+3,2.021e-20,7.546e-27,2.150e-4,,7.583e-28
378.85,2.878e+3,4.760e-18,4.561e-17,2.878e+3,2.021e-20,7.541e-27,1.154e-4,,7.584e-28
378.87,2.410e+3,4.733e-18,4.562e-17,2.410e+3,2.022e-20,7.532e-27,3.199e-5,,7.585e-28
378.88,2.164e+3,4.720e-18,4.562e-17,2.164e+3,2.023e-20,7.527e-27,1.653e-5,,7.586e-28
378.9,1.682e+3,4.693e-18,4.562e-17,1.682e+3,2.024e-20,7.517e-27,4.252e-6,,7.587e-28
378.92,1.244e+3,4.667e-18,4.563e-17,1.244e+3,2.025e-20,7.508e-27,1.040e-6,,7.589e-28
378.93,1.050e+3,4.653e-18,4.563e-17,1.050e+3,2.025e-20,7.503e-27,5.046e-7,,7.590e-28
378.95,7.205e+2,4.627e-18,4.564e-17,7.205e+2,2.026e-20,7.493e-27,1.144e-7,,7.591e-28
378.97,4.702e+2,4.600e-18,4.564e-17,4.702e+2,2.027e-20,7.484e-27,2.468e-8,,7.593e-28
378.98,3.728e+2,4.587e-18,4.564e-17,3.728e+2,2.028e-20,7.479e-27,1.125e-8,,7.594e-28
379,2.257e+2,4.560e-18,4.565e-17,2.257e+2,2.029e-20,7.470e-27,2.249e-9,,7.595e-28
379.02,1.299e+2,4.533e-18,4.565e-17,1.299e+2,2.030e-20,7.460e-27,4.278e-10,,7.597e-28
379.03,9.676e+1,4.520e-18,4.565e-17,9.676e+1,2.030e-20,7.455e-27,1.831e-10,,7.598e-28
379.05,5.168e+1,4.493e-18,4.566e-17,5.168e+1,2.031e-20,7.446e-27,3.229e-11,,7.599e-28
379.07,2.629e+1,4.467e-18,4.566e-17,2.629e+1,2.033e-20,7.436e-27,5.415e-12,,7.601e-28
379.08,1.843e+1,4.454e-18,4.567e-17,1.843e+1,2.033e-20,7.432e-27,2.176e-12,,7.601e-28
379.1,8.856e+0,4.427e-18,4.567e-17,8.856e+0,2.034e-20,7.422e-27,3.384e-13,,7.603e-28
379.12,4.429e+0,4.400e-18,4.567e-17,4.429e+0,2.035e-20,7.413e-27,5.005e-14,,7.605e-28
379.13,3.433e+0,4.387e-18,4.568e-17,3.433e+0,2.036e-20,7.408e-27,1.889e-14,,7.605e-28
379.15,3.241e+0,4.360e-18,4.568e-17,3.241e+0,2.037e-20,7.398e-27,2.590e-15,,7.607e-28
379.17,5.527e+0,4.334e-18,4.569e-17,5.527e+0,2.038e-20,7.389e-27,3.378e-16,,7.609e-28
379.18,7.927e+0,4.320e-18,4.569e-17,7.927e+0,2.038e-20,7.384e-27,1.197e-16,,7.609e-28
379.2,1.674e+1,4.294e-18,4.569e-17,1.674e+1,2.039e-20,7.375e-27,1.448e-17,,7.611e-28
379.22,3.440e+1,4.267e-18,4.570e-17,3.440e+1,2.040e-20,7.365e-27,1.665e-18,,7.612e-28
379.23,4.848e+1,4.254e-18,4.570e-17,4.848e+1,2.041e-20,7.360e-27,1.702e-18,,7.613e-28
379.25,9.282e+1,4.227e-18,4.570e-17,9.282e+1,2.042e-20,7.351e-27,1.777e-18,,7.615e-28
379.26,1.261e+2,4.214e-18,4.571e-17,1.261e+2,2.042e-20,7.346e-27,1.814e-18,,7.616e-28
379.28,2.240e+2,4.187e-18,4.571e-17,2.240e+2,2.043e-20,7.337e-27,1.889e-18,,7.617e-28
379.3,3.787e+2,4.161e-18,4.572e-17,3.787e+2,2.044e-20,7.327e-27,1.963e-18,,7.619e-28
379.31,4.832e+2,4.147e-18,4.572e-17,4.832e+2,2.045e-20,7.322e-27,2.001e-18,,7.619e-28
379.33,7.578e+2,4.121e-18,4.572e-17,7.578e+2,2.046e-20,7.313e-27,2.075e-18,,7.621e-28
379.35,1.130e+3,4.094e-18,4.573e-17,1.130e+3,2.047e-20,7.303e-27,2.150e-18,,7.623e-28
379.36,1.355e+3,4.081e-18,4.573e-17,1.355e+3,2.048e-20,7.299e-27,2.187e-18,,7.623e-28
379.38,1.876e+3,4.054e-18,4.574e-17,1.876e+3,2.049e-20,7.289e-27,2.262e-18,,7.625e-28
379.4,2.470e+3,4.027e-18,4.574e-17,2.470e+3,2.050e-20,7.280e-27,2.336e-18,,7.626e-28
379.41,2.782e+3,4.014e-18,4.574e-17,2.782e+3,2.050e-20,7.275e-27,2.374e-18,,7.627e-28
379.43,3.399e+3,3.987e-18,4.575e-17,3.399e+3,2.051e-20,7.265e-27,2.448e-18,,7.629e-28
379.45,3.954e+3,3.961e-18,4.575e-17,3.954e+3,2.052e-20,7.256e-27,2.523e-18,,7.630e-28
379.46,4.186e+3,3.947e-18,4.575e-17,4.186e+3,2.053e-20,7.251e-27,2.560e-18,,7.631e-28
379.48,4.525e+3,3.921e-18,4.576e-17,4.525e+3,2.054e-20,7.242e-27,2.634e-18,,7.633e-28
379.5,4.663e+3,3.894e-18,4.576e-17,4.663e+3,2.055e-20,7.232e-27,2.709e-18,,7.634e-28
379.51,4.653e+3,3.881e-18,4.577e-17,4.653e+3,2.055e-20,7.227e-27,2.746e-18,,7.635e-28
379.53,4.485e+3,3.854e-18,4.577e-17,4.485e+3,2.056e-20,7.218e-27,2.821e-18,,7.637e-28
379.55,4.159e+3,3.828e-18,4.577e-17,4.159e+3,2.057e-20,7.208e-27,2.895e-18,,7.638e-28
379.56,3.957e+3,3.814e-18,4.578e-17,3.957e+3,2.058e-20,7.204e-27,2.933e-18,,7.639e-28
379.58,3.528e+3,3.788e-18,4.578e-17,3.528e+3,2.059e-20,7.194e-27,3.007e-18,,7.640e-28
379.6,3.130e+3,3.761e-18,4.579e-17,3.130e+3,2.060e-20,7.184e-27,3.082e-18,,7.642e-28
379.61,2.965e+3,3.748e-18,4.579e-17,2.965e+3,2.060e-20,7.180e-27,3.119e-18,,7.643e-28
379.63,2.738e+3,3.181e-17,4.579e-17,2.738e+3,2.061e-20,7.170e-27,3.194e-18,,7.644e-28
379.64,2.683e+3,9.096e-17,4.580e-17,2.683e+3,2.062e-20,7.165e-27,3.231e-18,,7.645e-28
379.66,2.695e+3,7.166e-16,4.580e-17,2.695e+3,2.063e-20,7.156e-27,3.306e-18,,7.647e-28
379.68,2.860e+3,5.371e-15,4.580e-17,2.860e+3,2.064e-20,7.146e-27,3.380e-18,,7.648e-28
379.69,2.991e+3,1.443e-14,4.581e-17,2.991e+3,2.065e-20,7.142e-27,3.417e-18,,7.649e-28
379.71,3.321e+3,1.004e-13,4.581e-17,3.321e+3,2.066e-20,7.132e-27,3.492e-18,,7.651e-28
379.73,3.708e+3,6.646e-13,4.582e-17,3.708e+3,2.067e-20,7.123e-27,3.567e-18,,7.652e-28
379.74,3.910e+3,1.678e-12,4.582e-17,3.910e+3,2.067e-20,7.118e-27,3.604e-18,,7.653e-28
379.76,4.311e+3,1.031e-11,4.582e-17,4.311e+3,2.068e-20,7.108e-27,3.678e-18,,7.655e-28
379.78,4.688e+3,6.026e-11,4.583e-17,4.688e+3,2.069e-20,7.099e-27,3.753e-18,,7.656e-28
379.79,4.863e+3,1.430e-10,4.583e-17,4.863e+3,2.070e-20,7.094e-27,3.790e-18,,7.657e-28
379.81,5.182e+3,7.758e-10,4.583e-17,5.182e+3,2.071e-20,7.085e-27,3.865e-18,,7.658e-28
379.83,5.455e+3,4.005e-9,4.584e-17,5.455e+3,2.072e-20,7.075e-27,3.939e-18,,7.660e-28
379.84,5.572e+3,8.930e-9,4.584e-17,5.572e+3,2.072e-20,7.070e-27,3.977e-18,,7.661e-28
379.86,5.760e+3,4.278e-8,4.585e-17,5.760e+3,2.073e-20,7.061e-27,3.366e-17,,7.662e-28
379.88,5.870e+3,1.950e-7,4.585e-17,5.870e+3,2.074e-20,7.051e-27,2.712e-16,,7.664e-28
379.89,5.888e+3,4.087e-7,4.585e-17,5.888e+3,2.075e-20,7.047e-27,7.555e-16,,7.665e-28
379.91,5.838e+3,1.729e-6,4.586e-17,5.838e+3,2.076e-20,7.037e-27,5.648e-15,,7.666e-28
379.93,5.654e+3,6.959e-6,4.586e-17,5.654e+3,2.077e-20,7.028e-27,4.019e-14,,7.668e-28
379.94,5.507e+3,1.370e-5,4.586e-17,5.507e+3,2.078e-20,7.023e-27,1.052e-13,,7.669e-28
379.96,5.107e+3,5.120e-5,4.587e-17,5.107e+3,2.079e-20,7.013e-27,6.948e-13,,7.670e-28
379.98,4.579e+3,1.820e-4,4.587e-17,4.579e+3,2.080e-20,7.004e-27,4.366e-12,,7.672e-28
379.99,4.277e+3,3.368e-4,4.588e-17,4.277e+3,2.080e-20,6.999e-27,1.074e-11,,7.672e-28
380.01,3.624e+3,1.111e-3,4.588e-17,3.624e+3,2.081e-20,6.990e-27,6.265e-11,,7.674e-28
380.03,2.947e+3,3.488e-3,4.589e-17,2.947e+3,2.082e-20,6.980e-27,3.477e-10,,7.676e-28
380.04,2.616e+3,6.065e-3,4.589e-17,2.616e+3,2.083e-20,6.975e-27,8.040e-10,,7.676e-28
380.06,1.994e+3,1.767e-2,4.589e-17,1.994e+3,2.084e-20,6.966e-27,4.142e-9,,7.678e-28
380.07,1.712e+3,2.960e-2,4.589e-17,1.712e+3,2.084e-20,6.961e-27,9.227e-9,,7.679e-28
380.09,1.220e+3,8.005e-2,4.590e-17,1.220e+3,2.085e-20,6.952e-27,4.412e-8,,7.680e-28
380.11,8.295e+2,2.059e-1,4.590e-17,8.293e+2,2.086e-20,6.942e-27,2.007e-7,,7.682e-28
380.12,6.722e+2,3.242e-1,4.591e-17,6.718e+2,2.087e-20,6.937e-27,4.203e-7,,7.683e-28
380.14,4.264e+2,7.742e-1,4.591e-17,4.256e+2,2.088e-20,6.928e-27,1.775e-6,,7.684e-28
380.16,2.592e+2,1.759e+0,4.592e-17,2.574e+2,2.089e-20,6.918e-27,7.132e-6,,7.686e-28
380.17,1.996e+2,2.602e+0,4.592e-17,1.970e+2,2.089e-20,6.914e-27,1.403e-5,,7.687e-28
380.19,1.182e+2,5.487e+0,4.592e-17,1.127e+2,2.090e-20,6.904e-27,5.234e-5,,7.688e-28
380.21,7.613e+1,1.101e+1,4.593e-17,6.512e+1,2.091e-20,6.895e-27,1.858e-4,,7.690e-28
380.22,6.692e+1,1.531e+1,4.593e-17,5.161e+1,2.092e-20,6.890e-27,3.435e-4,,7.690e-28
380.24,6.942e+1,2.850e+1,4.593e-17,4.092e+1,2.093e-20,6.880e-27,1.132e-3,,7.692e-28
380.26,1.005e+2,5.050e+1,4.594e-17,5.004e+1,2.094e-20,6.871e-27,3.547e-3,,7.694e-28
380.27,1.285e+2,6.597e+1,4.594e-17,6.253e+1,2.095e-20,6.866e-27,6.165e-3,,7.694e-28
380.29,2.156e+2,1.085e+2,4.595e-17,1.071e+2,2.096e-20,6.856e-27,1.794e-2,,7.696e-28
380.31,3.558e+2,1.697e+2,4.595e-17,1.860e+2,2.097e-20,6.847e-27,4.966e-2,,7.697e-28
380.32,4.509e+2,2.084e+2,4.595e-17,2.424e+2,2.097e-20,6.842e-27,8.110e-2,,7.698e-28
380.34,7.015e+2,3.026e+2,4.596e-17,3.987e+2,2.098e-20,6.833e-27,2.084e-1,,7.700e-28
380.36,1.044e+3,4.181e+2,4.596e-17,6.256e+2,2.099e-20,6.823e-27,5.096e-1,,7.701e-28
380.37,1.253e+3,4.823e+2,4.596e-17,7.696e+2,2.100e-20,6.818e-27,7.822e-1,,7.702e-28
380.39,1.744e+3,6.185e+2,4.597e-17,1.124e+3,2.101e-20,6.809e-27,1.775e+0,,7.704e-28
380.41,2.323e+3,7.547e+2,4.597e-17,1.564e+3,2.102e-20,6.799e-27,3.834e+0,,7.705e-28
380.42,2.637e+3,8.182e+2,4.598e-17,1.814e+3,2.102e-20,6.795e-27,5.530e+0,,7.706e-28
380.44,3.291e+3,9.265e+2,4.598e-17,2.354e+3,2.103e-20,6.785e-27,1.109e+1,,7.708e-28
380.45,3.619e+3,9.677e+2,4.598e-17,2.636e+3,2.104e-20,6.780e-27,1.541e+1,,7.708e-28
380.47,4.244e+3,1.017e+3,4.599e-17,3.198e+3,2.105e-20,6.771e-27,2.867e+1,,7.710e-28
380.49,4.784e+3,1.017e+3,4.599e-17,3.716e+3,2.106e-20,6.761e-27,5.075e+1,,7.711e-28
380.5,5.009e+3,9.983e+2,4.599e-17,3.945e+3,2.106e-20,6.757e-27,6.629e+1,,7.712e-28
380.52,5.351e+3,9.265e+2,4.600e-17,4.316e+3,2.108e-20,6.747e-27,1.089e+2,,7.714e-28
380.54,5.540e+3,8.182e+2,4.600e-17,4.552e+3,2.109e-20,6.738e-27,1.703e+2,,7.715e-28
380.55,5.579e+3,7.547e+2,4.601e-17,4.616e+3,2.109e-20,6.733e-27,2.091e+2,,7.716e-28
380.57,5.559e+3,6.185e+2,4.601e-17,4.637e+3,2.110e-20,6.723e-27,3.035e+2,,7.718e-28
380.59,5.432e+3,4.823e+2,4.602e-17,4.531e+3,2.111e-20,6.714e-27,4.191e+2,,7.719e-28
380.6,5.338e+3,4.181e+2,4.602e-17,4.436e+3,2.112e-20,6.709e-27,4.835e+2,,7.720e-28
380.62,5.103e+3,3.026e+2,4.602e-17,4.181e+3,2.113e-20,6.700e-27,6.198e+2,,7.722e-28
380.64,4.819e+3,2.084e+2,4.603e-17,3.855e+3,2.114e-20,6.690e-27,7.560e+2,,7.723e-28
