Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Na VII , ,  ,2.47E+07,1 577 810?      , 7/2 ,,,,,,,,,,,,,,
Na VII , ,  ,2.31E+07,1 577 810?      , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.65E+06,1 577 810?      , 5/2 ,,,,,,,,,,,,,,
Na VI , ,  ,6.97E+04,950 370       ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,629.466,70, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,1.67E+04,494 685.86    , 3/2 ,,,,,,,,,,,,,,
Na II ,631.08,60, ,370 548.50?   ,2,,,,,,,,,,,,,,
Na III , ,  ,4.48E+03,494 685.86    , 3/2 ,,,,,,,,,,,,,,
Na II ,635.283,60, ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,635.805, 60* , ,369 186.73    ,2,,,,,,,,,,,,,,
Na II ,635.805, 60* , ,369 186.50    ,3,,,,,,,,,,,,,,
Na III , ,  ,2.20E+04,494 602.73    , 5/2 ,,,,,,,,,,,,,,
Na II ,636.115,70, ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
Na II ,636.641, 70* , ,369 186.73    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,636.641, 70* , ,369 186.50    ,3,,,,,,,,,,,,,,
Na II ,637.891,60, ,370 548.50?   ,2,,,,,,,,,,,,,,
Na VI , ,  ,8.80E+04,950 370       ,1,,,,,,,,,,,,,,
Na II ,640.479,60, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,3.01E+01,572 393.8     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,6.15E+04,572 379.5     ,1,,,,,,,,,,,,,,
Na II ,643.875,50, , ,  ,,,,,,,,,,,,,,
Na II ,644.485,50, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,1.95E+06,893 820       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,4.37E+05,893 820       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,4.87E+04,893 820       , 5/2 ,,,,,,,,,,,,,,
Na II ,645.076,45, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,1.30E+06,1 843 110       ,1,,,,,,,,,,,,,,
Na II ,646.221,60, , ,  ,,,,,,,,,,,,,,
Na II ,647.133,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,647.529,50, ,369 158.71    ,1,,,,,,,,,,,,,,
Na II ,651.421,90, ,369 184.02    ," 2,3 ",,,,,,,,,,,,,,
Na II ,652.468, 80* , ,369 203.4     ," 4,5 ",,,,,,,,,,,,,,
Na II ,652.468, 80* , ,369 203.4     ," 4,5 ",,,,,,,,,,,,,,
Na VI , ,  ,2.49E+05,949 780       ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,653.0698, 130* , ,369 189.22    ," 5,6 ",,,,,,,,,,,,,,
Na II ,653.0698, 130* , ,369 189.22    ," 5,6 ",,,,,,,,,,,,,,
Na II ,654.4036,130, ,370 560.6     ," 3,4 ",,,,,,,,,,,,,,
Na II ,654.5753,130, ,369 198.7     ," 3,4 ",,,,,,,,,,,,,,
Na II ,655.2432,80, ,369 184.02    ," 2,3 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,656.585, 15* , ,369 198.7     ," 3,4 ",,,,,,,,,,,,,,
Na II ,656.585, 15* , ,369 198.7     ," 3,4 ",,,,,,,,,,,,,,
Na II ,660.93,60, , ,  ,,,,,,,,,,,,,,
Na I , ,  ,6.30E+03,[40 814.352]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,6.30E+03,[40 814.273]  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,5.34E+04,1 055 260       ,4,,,,,,,,,,,,,,
Na II ,665.15,70, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,3.30E+05,493 849.24    , 1/2 ,,,,,,,,,,,,,,
Na I , ,  ,8.50E+03,[40 705.444]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,8.50E+03,[40 705.344]  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,6.57E+05,493 849.24    , 1/2 ,,,,,,,,,,,,,,
Na II ,668.9,45, , ,  ,,,,,,,,,,,,,,
Na I , ,  ,1.11E+04,[40 565.913]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.11E+04,[40 565.783]  , 1/2 ,,,,,,,,,,,,,,
Na II ,677.41,45, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,678.95,40, , ,  ,,,,,,,,,,,,,,
Na I , ,  ,1.53E+04,40 383.097   , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.53E+04,40 382.925   , 1/2 ,,,,,,,,,,,,,,
Na IX , ,  ,2.68E+06,1 430 000       , 3/2 ,,,,,,,,,,,,,,
Na II ,683.78,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,8.41E+04,478 884.07    , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,2.79E+04,493 293.98    , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,5.54E+04,493 293.98    , 1/2 ,,,,,,,,,,,,,,
Na I , ,  ,2.23E+04,40 137.043   , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,2.23E+04,40 136.810   , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,1.18E+07,1 827 570       ,2,,,,,,,,,,,,,,
Na III , ,  ,6.87E+03,493 192.06    , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,5.46E+04,493 192.06    , 3/2 ,,,,,,,,,,,,,,
Na VI , ,  ,5.10E+03,1 054 500       ,3,,,,,,,,,,,,,,
Na VI , ,  ,4.06E+04,1 054 500       ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IX , ,  ,2.85E+06,1 430 200       , 5/2 ,,,,,,,,,,,,,,
Na I , ,  ,4.43E+04,[39 794.810]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,4.32E+04,[39 794.479]  , 1/2 ,,,,,,,,,,,,,,
Na IV , ,  ,2.64E+04,550 186.      ,2,,,,,,,,,,,,,,
Na VI , ,  ,5.88E+06,1 228 210?      ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,6.73E+04,550 186.      ,2,,,,,,,,,,,,,,
Na IV , ,  ,9.23E+04,550 158.?     ,0,,,,,,,,,,,,,,
Na IV , ,  ,2.14E+04,550 157.      ,1,,,,,,,,,,,,,,
Na IV , ,  ,3.85E+04,550 157.      ,1,,,,,,,,,,,,,,
Na IV , ,  ,3.27E+04,550 157.      ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,8.81E+05,892 240       , 1/2 ,,,,,,,,,,,,,,
Na V , ,  ,8.81E+05,892 240       , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,3.85E+04,478 884.07    , 3/2 ,,,,,,,,,,,,,,
Na X , ,  ,1.22E+06,(10 596 450.4)    ,1,,,,,,,,,,,,,,
Na IX , ,  ,4.56E+05,1 430 000       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,1.27E+05,478 842.99    , 1/2 ,,,,,,,,,,,,,,
Na X , ,  ,1.60E+06,(10 596 482.1)    ,2,,,,,,,,,,,,,,
Na X , ,  ,8.84E+05,(10 596 450.4)    ,1,,,,,,,,,,,,,,
Na VIII , ,  ,5.79E+06,1 848 670?      ,3,,,,,,,,,,,,,,
Na VIII , ,  ,1.44E+06,1 848 670?      ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,1.61E+05,1 848 670?      ,1,,,,,,,,,,,,,,
Na VI , ,  ,1.76E+02,1 053 880       ,2,,,,,,,,,,,,,,
Na VI , ,  ,6.25E+03,1 053 880       ,2,,,,,,,,,,,,,,
Na VI , ,  ,3.36E+04,1 053 880       ,2,,,,,,,,,,,,,,
Na I ,737.323,2,5.42E+04,39 298.84    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,737.349,1,5.30E+04,39 298.35    , 1/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,4.08E+06,1 848 670?      ,2,,,,,,,,,,,,,,
Na VIII , ,  ,2.27E+06,1 848 670?      ,1,,,,,,,,,,,,,,
Na I , ,  ,8.93E+00,30 272.58    , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,6.24E-06,30 272.58    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,1.15E-06,30 266.99    , 1/2 ,,,,,,,,,,,,,,
Na I , ,  ,8.88E+00,30 272.58    , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,4.28E-05,30 272.58    , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.78E+01,30 266.99    , 1/2 ,,,,,,,,,,,,,,
Na I , ,  ,8.84E-06,30 266.99    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na X , ,  ,1.93E+06,(10 596 729.4)    ,3,,,,,,,,,,,,,,
Na III , ,  ,2.61E+04,448 107.31    , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,4.54E+04,1 474 530?      , 1/2 ,,,,,,,,,,,,,,
Na X , ,  ,4.54E+05,(10 596 482.1)    ,2,,,,,,,,,,,,,,
Na X , ,  ,5.03E+04,(10 596 450.4)    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,7.24E+03,1 348 720       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,5.36E+02,1 348 720       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,7.47E+03,1 348 720       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,8.00E+02,1 348 720       , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,1.11E+04,478 884.07    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,6.59E+04,478 842.99    , 1/2 ,,,,,,,,,,,,,,
Na I ,780.978,4,9.91E+04,38 540.93    , 3/2 ,,,,,,,,,,,,,,
Na I ,781.024,3,9.72E+04,38 540.18    , 1/2 ,,,,,,,,,,,,,,
Na IV , ,  ,1.04E-06,486 650.2     ,1,,,,,,,,,,,,,,
Na VII , ,  ,4.53E+03,1 390 450?      , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,9.51E+04,1 390 450?      , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,2.92E+04,447 547.96    , 3/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,1.14E+06,1 835 290?      ,1,,,,,,,,,,,,,,
Na VII , ,  ,3.83E+03,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,3.39E+04,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,818.32556,5,4.29E+07,29 172.887   , 3/2 ,,,,,,,,,,,,,,
Na I ,819.47905,1,8.57E+06,29 172.887   , 3/2 ,,,,,,,,,,,,,,
Na I ,819.48237,9,5.14E+07,29 172.837   , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,8.06E+04,1 390 450?      , 5/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,1.91E+06,1 835 010       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,6.99E+04,478 884.07    , 3/2 ,,,,,,,,,,,,,,
Na III , ,  ,5.82E+04,478 842.99    , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.91E+05,1 464 050       , 5/2 ,,,,,,,,,,,,,,
Na I ,864.992,7,2.25E+05,37 297.61    , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,6.07E+06,1 306 470       , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,6.06E+06,1 306 470       , 3/2 ,,,,,,,,,,,,,,
Na I ,865.089,6,2.21E+05,37 296.32    , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,4.81E+04,1 668 940?      , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,3.09E+05,1 668 940?      , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,6.09E+05,1 668 940?      , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,1.63E+04,[40 542.293]  , 5/2 ,,,,,,,,,,,,,,
Na I , ,  ,2.45E+05,[40 542.293]  , 7/2 ,,,,,,,,,,,,,,
Na I , ,  ,2.29E+05,[40 542.293]  , 5/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,1.09E+04,1 838 910       ,1,,,,,,,,,,,,,,
Na VIII , ,  ,6.12E+06,1 838 860       ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,894.296, 2* ,3.71E+05,[40 351.761]  , 7/2 ,,,,,,,,,,,,,,
Na I ,894.296, 2* ,2.47E+04,[40 351.761]  , 5/2 ,,,,,,,,,,,,,,
Na I , ,  ,3.46E+05,[40 351.761]  , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,2.11E+06,1 472 730       , 7/2 ,,,,,,,,,,,,,,
Na VII , ,  ,6.72E+03,1 388 970?      , 7/2 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
